,level_0,index,Model,Params,MSE,Dataset 
3996,1044,1044,Lasso LARS Regression,"{'alpha': 0.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524578982.831237,CO2
3997,3404,3404,Lasso LARS Regression,"{'alpha': 0.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524578982.831237,CO2
3998,644,644,Lasso LARS Regression,"{'alpha': 0.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524578982.831237,CO2
3999,3563,3563,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4000,1563,1563,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4001,683,683,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4002,3003,3003,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4003,963,963,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4004,323,323,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4005,1723,1723,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4006,2003,2003,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4007,3803,3803,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4008,3123,3123,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4009,2643,2643,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4010,523,523,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4011,3603,3603,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4012,1963,1963,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4013,3723,3723,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4014,3043,3043,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4015,2243,2243,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4016,3,3,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4017,203,203,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4018,803,803,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4019,763,763,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4020,2603,2603,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4021,1643,1643,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4022,3683,3683,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4023,3763,3763,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4024,2403,2403,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4025,2443,2443,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4026,843,843,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4027,2883,2883,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4028,883,883,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4029,3083,3083,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4030,3643,3643,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4031,2803,2803,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4032,163,163,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4033,2563,2563,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4034,723,723,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4035,1603,1603,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4036,923,923,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4037,2483,2483,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4038,283,283,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4039,2203,2203,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4040,243,243,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4041,1523,1523,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4042,643,643,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4043,43,43,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4044,3883,3883,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4045,123,123,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4046,2043,2043,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4047,1803,1803,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4048,1403,1403,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4049,2683,2683,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4050,3443,3443,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4051,1363,1363,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4052,483,483,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4053,2843,2843,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4054,3283,3283,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4055,1163,1163,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4056,563,563,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4057,443,443,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4058,1323,1323,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4059,3403,3403,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4060,1203,1203,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4061,3963,3963,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4062,1243,1243,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4063,3923,3923,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4064,3323,3323,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4065,3363,3363,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4066,2723,2723,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4067,2083,2083,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4068,1763,1763,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4069,2963,2963,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4070,2523,2523,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4071,1283,1283,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4072,83,83,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4073,2323,2323,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4074,2123,2123,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4075,2363,2363,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4076,3163,3163,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4077,2283,2283,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4078,1003,1003,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4079,363,363,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4080,1043,1043,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4081,1483,1483,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4082,1843,1843,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4083,3843,3843,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4084,3203,3203,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4085,1883,1883,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4086,3523,3523,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4087,2763,2763,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4088,403,403,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4089,2163,2163,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4090,1923,1923,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4091,2923,2923,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4092,1123,1123,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4093,603,603,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4094,3243,3243,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4095,3483,3483,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4096,1083,1083,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4097,1443,1443,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4098,1683,1683,Lasso LARS Regression,"{'alpha': 0.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524592470.225148,CO2
4099,2962,2962,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4100,3002,3002,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4101,2842,2842,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4102,82,82,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
